MD                	REF               
271.7             	271.7             
272.7             	272.7             
273.7             	273.7             
274.32            	274.32            
275.32            	275.32            
276.32            	276.32            
277.32            	277.32            
278.32            	278.32            
279.32            	279.32            
280.32            	280.32            
281.32            	281.32            
281.94            	281.94            
282.94            	282.94            
283.94            	283.94            
284.94            	284.94            
285.94            	285.94            
286.94            	286.94            
287.94            	287.94            
288.94            	288.94            
289.56            	289.56            
290.56            	290.56            
291.56            	291.56            
292.56            	292.56            
293.56            	293.56            
294.56            	294.56            
295.56            	295.56            
296.56            	296.56            
297.18            	297.18            
298.18            	298.18            
299.18            	299.18            
300.18            	300.18            
301.18            	301.18            
302.18            	302.18            
303.18            	303.18            
304.18            	304.18            
304.8             	304.8             
305.8             	305.8             
306.8             	306.8             
307.8             	307.8             
308.8             	308.8             
309.8             	309.8             
310.8             	310.8             
311.8             	311.8             
312.42            	312.42            
313.42            	313.42            
314.42            	314.42            
315.42            	315.42            
316.42            	316.42            
317.42            	317.42            
318.42            	318.42            
319.42            	319.42            
320.04            	320.04            
321.04            	321.04            
322.04            	322.04            
323.04            	323.04            
324.04            	324.04            
325.04            	325.04            
326.04            	326.04            
327.04            	327.04            
327.66            	327.66            
328.66            	328.66            
329.66            	329.66            
330.66            	330.66            
331.66            	331.66            
332.66            	332.66            
333.66            	333.66            
334.66            	334.66            
335.28000000000003	335.28000000000003
336.28000000000003	336.28000000000003
337.28000000000003	337.28000000000003
338.28000000000003	338.28000000000003
339.28000000000003	339.28000000000003
340.28000000000003	340.28000000000003
341.28000000000003	341.28000000000003
342.28000000000003	342.28000000000003
342.90000000000003	342.90000000000003
343.90000000000003	343.90000000000003
344.90000000000003	344.90000000000003
345.90000000000003	345.90000000000003
346.90000000000003	346.90000000000003
347.90000000000003	347.90000000000003
348.90000000000003	348.90000000000003
349.90000000000003	349.90000000000003
350.52000000000004	350.52000000000004
351.52000000000004	351.52000000000004
352.52000000000004	352.52000000000004
353.52000000000004	353.52000000000004
354.52000000000004	354.52000000000004
355.52000000000004	355.52000000000004
356.52000000000004	356.52000000000004
357.52000000000004	357.52000000000004
358.14000000000004	358.14000000000004
359.14000000000004	359.14000000000004
360.14000000000004	360.14000000000004
361.14000000000004	361.14000000000004
362.14000000000004	362.14000000000004
363.14000000000004	363.14000000000004
364.14000000000004	364.14000000000004
365.14000000000004	365.14000000000004
365.76            	365.76            
366.76            	366.76            
367.76            	367.76            
368.76            	368.76            
369.76            	369.76            
370.76            	370.76            
371.76            	371.76            
372.76            	372.76            
373.38            	373.38            
374.38            	374.38            
375.38            	375.38            
376.38            	376.38            
377.38            	377.38            
378.38            	378.38            
379.38            	379.38            
380.38            	380.38            
381.0             	381.0             
382.0             	382.0             
383.0             	383.0             
384.0             	384.0             
385.0             	385.0             
386.0             	386.0             
387.0             	387.0             
388.0             	388.0             
388.62            	388.62            
389.62            	389.62            
390.62            	390.62            
391.62            	391.62            
392.62            	392.62            
393.62            	393.62            
394.62            	394.62            
395.62            	395.62            
396.24            	396.24            
397.24            	397.24            
398.24            	398.24            
399.24            	399.24            
400.24            	400.24            
401.24            	401.24            
402.24            	402.24            
403.24            	403.24            
403.86            	403.86            
404.86            	404.86            
405.86            	405.86            
406.86            	406.86            
407.86            	407.86            
408.86            	408.86            
409.86            	409.86            
410.86            	410.86            
411.48            	411.48            
412.48            	412.48            
413.48            	413.48            
414.48            	414.48            
415.48            	415.48            
416.48            	416.48            
417.48            	417.48            
418.48            	418.48            
419.1             	419.1             
420.1             	420.1             
421.1             	421.1             
422.1             	422.1             
423.1             	423.1             
424.1             	424.1             
425.1             	425.1             
426.1             	426.1             
426.72            	426.72            
427.72            	427.72            
428.72            	428.72            
429.72            	429.72            
430.72            	430.72            
431.72            	431.72            
432.72            	432.72            
433.72            	433.72            
434.34000000000003	434.34000000000003
435.34000000000003	435.34000000000003
436.34000000000003	436.34000000000003
437.34000000000003	437.34000000000003
438.34000000000003	438.34000000000003
439.34000000000003	439.34000000000003
440.34000000000003	440.34000000000003
441.34000000000003	441.34000000000003
441.96000000000004	441.96000000000004
442.96000000000004	442.96000000000004
443.96000000000004	443.96000000000004
444.96000000000004	444.96000000000004
445.96000000000004	445.96000000000004
446.96000000000004	446.96000000000004
447.96000000000004	447.96000000000004
448.96000000000004	448.96000000000004
449.58000000000004	449.58000000000004
450.58000000000004	450.58000000000004
451.58000000000004	451.58000000000004
452.58000000000004	452.58000000000004
453.58000000000004	453.58000000000004
454.58000000000004	454.58000000000004
455.58000000000004	455.58000000000004
456.58000000000004	456.58000000000004
457.20000000000005	457.20000000000005
458.20000000000005	458.20000000000005
459.20000000000005	459.20000000000005
460.20000000000005	460.20000000000005
461.20000000000005	461.20000000000005
462.20000000000005	462.20000000000005
463.20000000000005	463.20000000000005
464.20000000000005	464.20000000000005
464.82000000000005	464.82000000000005
465.82000000000005	465.82000000000005
466.82000000000005	466.82000000000005
467.82000000000005	467.82000000000005
468.82000000000005	468.82000000000005
469.82000000000005	469.82000000000005
470.82000000000005	470.82000000000005
471.82000000000005	471.82000000000005
472.44            	472.44            
473.44            	473.44            
474.44            	474.44            
475.44            	475.44            
476.44            	476.44            
477.44            	477.44            
478.44            	478.44            
479.44            	479.44            
480.06            	480.06            
481.06            	481.06            
482.06            	482.06            
483.06            	483.06            
484.06            	484.06            
485.06            	485.06            
486.06            	486.06            
487.06            	487.06            
487.68            	487.68            
488.68            	488.68            
489.68            	489.68            
490.68            	490.68            
491.68            	491.68            
492.68            	492.68            
493.68            	493.68            
494.68            	494.68            
495.3             	495.3             
496.3             	496.3             
497.3             	497.3             
498.3             	498.3             
499.3             	499.3             
500.3             	500.3             
501.3             	501.3             
502.3             	502.3             
502.92            	502.92            
503.92            	503.92            
504.92            	504.92            
505.92            	505.92            
506.92            	506.92            
507.92            	507.92            
508.92            	508.92            
509.92            	509.92            
510.54            	510.54            
511.54            	511.54            
512.54            	512.54            
513.54            	513.54            
514.54            	514.54            
515.54            	515.54            
516.54            	516.54            
517.54            	517.54            
518.1600000000001 	518.1600000000001 
519.1600000000001 	519.1600000000001 
520.1600000000001 	520.1600000000001 
521.1600000000001 	521.1600000000001 
522.1600000000001 	522.1600000000001 
523.1600000000001 	523.1600000000001 
524.1600000000001 	524.1600000000001 
525.1600000000001 	525.1600000000001 
525.78            	525.78            
526.78            	526.78            
527.78            	527.78            
528.78            	528.78            
529.78            	529.78            
530.78            	530.78            
531.78            	531.78            
532.78            	532.78            
533.4             	533.4             
534.4             	534.4             
535.4             	535.4             
536.4             	536.4             
537.4             	537.4             
538.4             	538.4             
539.4             	539.4             
540.4             	540.4             
541.02            	541.02            
542.02            	542.02            
543.02            	543.02            
544.02            	544.02            
545.02            	545.02            
546.02            	546.02            
547.02            	547.02            
548.02            	548.02            
548.64            	548.64            
549.64            	549.64            
550.64            	550.64            
551.64            	551.64            
552.64            	552.64            
553.64            	553.64            
554.64            	554.64            
555.64            	555.64            
556.26            	556.26            
557.26            	557.26            
558.26            	558.26            
559.26            	559.26            
560.26            	560.26            
561.26            	561.26            
562.26            	562.26            
563.26            	563.26            
563.88            	563.88            
564.88            	564.88            
565.88            	565.88            
566.88            	566.88            
567.88            	567.88            
568.88            	568.88            
569.88            	569.88            
570.88            	570.88            
571.5             	571.5             
572.5             	572.5             
573.5             	573.5             
574.5             	574.5             
575.5             	575.5             
576.5             	576.5             
577.5             	577.5             
578.5             	578.5             
579.12            	579.12            
580.12            	580.12            
581.12            	581.12            
582.12            	582.12            
583.12            	583.12            
584.12            	584.12            
585.12            	585.12            
586.12            	586.12            
586.74            	586.74            
587.74            	587.74            
588.74            	588.74            
589.74            	589.74            
590.74            	590.74            
591.74            	591.74            
592.74            	592.74            
593.74            	593.74            
594.36            	594.36            
595.36            	595.36            
596.36            	596.36            
597.36            	597.36            
598.36            	598.36            
599.36            	599.36            
600.36            	600.36            
601.36            	601.36            
601.98            	601.98            
602.98            	602.98            
603.98            	603.98            
604.98            	604.98            
605.98            	605.98            
606.98            	606.98            
607.98            	607.98            
608.98            	608.98            
609.6             	609.6             
610.6             	610.6             
611.6             	611.6             
612.6             	612.6             
613.6             	613.6             
614.6             	614.6             
615.6             	615.6             
616.6             	616.6             
617.22            	617.22            
618.22            	618.22            
619.22            	619.22            
620.22            	620.22            
621.22            	621.22            
622.22            	622.22            
623.22            	623.22            
624.22            	624.22            
624.84            	624.84            
625.84            	625.84            
626.84            	626.84            
627.84            	627.84            
628.84            	628.84            
629.84            	629.84            
630.84            	630.84            
631.84            	631.84            
632.46            	632.46            
633.46            	633.46            
634.46            	634.46            
635.46            	635.46            
636.46            	636.46            
637.46            	637.46            
638.46            	638.46            
639.46            	639.46            
640.08            	640.08            
641.08            	641.08            
642.08            	642.08            
643.08            	643.08            
644.08            	644.08            
645.08            	645.08            
646.08            	646.08            
647.08            	647.08            
647.7             	647.7             
648.7             	648.7             
649.7             	649.7             
650.7             	650.7             
651.7             	651.7             
652.7             	652.7             
653.7             	653.7             
654.7             	654.7             
655.32            	655.32            
656.32            	656.32            
657.32            	657.32            
658.32            	658.32            
659.32            	659.32            
660.32            	660.32            
661.32            	661.32            
662.32            	662.32            
662.94            	662.94            
663.94            	663.94            
664.94            	664.94            
665.94            	665.94            
666.94            	666.94            
667.94            	667.94            
668.94            	668.94            
669.94            	669.94            
670.5600000000001 	670.5600000000001 
671.5600000000001 	671.5600000000001 
672.5600000000001 	672.5600000000001 
673.5600000000001 	673.5600000000001 
674.5600000000001 	674.5600000000001 
675.5600000000001 	675.5600000000001 
676.5600000000001 	676.5600000000001 
677.5600000000001 	677.5600000000001 
678.1800000000001 	678.1800000000001 
679.1800000000001 	679.1800000000001 
680.1800000000001 	680.1800000000001 
681.1800000000001 	681.1800000000001 
682.1800000000001 	682.1800000000001 
683.1800000000001 	683.1800000000001 
684.1800000000001 	684.1800000000001 
685.1800000000001 	685.1800000000001 
685.8000000000001 	685.8000000000001 
686.8000000000001 	686.8000000000001 
687.8000000000001 	687.8000000000001 
688.8000000000001 	688.8000000000001 
689.8000000000001 	689.8000000000001 
690.8000000000001 	690.8000000000001 
691.8000000000001 	691.8000000000001 
692.8000000000001 	692.8000000000001 
693.4200000000001 	693.4200000000001 
694.4200000000001 	694.4200000000001 
695.4200000000001 	695.4200000000001 
696.4200000000001 	696.4200000000001 
697.4200000000001 	697.4200000000001 
698.4200000000001 	698.4200000000001 
699.4200000000001 	699.4200000000001 
700.4200000000001 	700.4200000000001 
701.0400000000001 	701.0400000000001 
702.0400000000001 	702.0400000000001 
703.0400000000001 	703.0400000000001 
704.0400000000001 	704.0400000000001 
705.0400000000001 	705.0400000000001 
706.0400000000001 	706.0400000000001 
707.0400000000001 	707.0400000000001 
708.0400000000001 	708.0400000000001 
708.6600000000001 	708.6600000000001 
709.6600000000001 	709.6600000000001 
710.6600000000001 	710.6600000000001 
711.6600000000001 	711.6600000000001 
712.6600000000001 	712.6600000000001 
713.6600000000001 	713.6600000000001 
714.6600000000001 	714.6600000000001 
715.6600000000001 	715.6600000000001 
716.2800000000001 	716.2800000000001 
717.2800000000001 	717.2800000000001 
718.2800000000001 	718.2800000000001 
719.2800000000001 	719.2800000000001 
720.2800000000001 	720.2800000000001 
721.2800000000001 	721.2800000000001 
722.2800000000001 	722.2800000000001 
723.2800000000001 	723.2800000000001 
723.9000000000001 	723.9000000000001 
724.9000000000001 	724.9000000000001 
725.9000000000001 	725.9000000000001 
726.9000000000001 	726.9000000000001 
727.9000000000001 	727.9000000000001 
728.9000000000001 	728.9000000000001 
729.9000000000001 	729.9000000000001 
730.9000000000001 	730.9000000000001 
731.52            	731.52            
732.52            	732.52            
733.52            	733.52            
734.52            	734.52            
735.52            	735.52            
736.52            	736.52            
737.52            	737.52            
738.52            	738.52            
739.14            	739.14            
740.14            	740.14            
741.14            	741.14            
742.14            	742.14            
743.14            	743.14            
744.14            	744.14            
745.14            	745.14            
746.14            	746.14            
746.76            	746.76            
747.76            	747.76            
748.76            	748.76            
749.76            	749.76            
750.76            	750.76            
751.76            	751.76            
752.76            	752.76            
753.76            	753.76            
754.38            	754.38            
755.38            	755.38            
756.38            	756.38            
757.38            	757.38            
758.38            	758.38            
759.38            	759.38            
760.38            	760.38            
761.38            	761.38            
762.0             	762.0             
763.0             	763.0             
764.0             	764.0             
765.0             	765.0             
766.0             	766.0             
767.0             	767.0             
768.0             	768.0             
769.0             	769.0             
769.62            	769.62            
770.62            	770.62            
771.62            	771.62            
772.62            	772.62            
773.62            	773.62            
774.62            	774.62            
775.62            	775.62            
776.62            	776.62            
777.24            	777.24            
778.24            	778.24            
779.24            	779.24            
780.24            	780.24            
781.24            	781.24            
782.24            	782.24            
783.24            	783.24            
784.24            	784.24            
784.86            	784.86            
785.86            	785.86            
786.86            	786.86            
787.86            	787.86            
788.86            	788.86            
789.86            	789.86            
790.86            	790.86            
791.86            	791.86            
792.48            	792.48            
793.48            	793.48            
794.48            	794.48            
795.48            	795.48            
796.48            	796.48            
797.48            	797.48            
798.48            	798.48            
799.48            	799.48            
800.1             	800.1             
801.1             	801.1             
802.1             	802.1             
803.1             	803.1             
804.1             	804.1             
805.1             	805.1             
806.1             	806.1             
807.1             	807.1             
807.72            	807.72            
808.72            	808.72            
809.72            	809.72            
810.72            	810.72            
811.72            	811.72            
812.72            	812.72            
813.72            	813.72            
814.72            	814.72            
815.34            	815.34            
816.34            	816.34            
817.34            	817.34            
818.34            	818.34            
819.34            	819.34            
820.34            	820.34            
821.34            	821.34            
822.34            	822.34            
822.96            	822.96            
823.96            	823.96            
824.96            	824.96            
825.96            	825.96            
826.96            	826.96            
827.96            	827.96            
828.96            	828.96            
829.96            	829.96            
830.58            	830.58            
831.58            	831.58            
832.58            	832.58            
833.58            	833.58            
834.58            	834.58            
835.58            	835.58            
836.58            	836.58            
837.58            	837.58            
838.2             	838.2             
839.2             	839.2             
840.2             	840.2             
841.2             	841.2             
842.2             	842.2             
843.2             	843.2             
844.2             	844.2             
845.2             	845.2             
845.82            	845.82            
846.82            	846.82            
847.82            	847.82            
848.82            	848.82            
849.82            	849.82            
850.82            	850.82            
851.82            	851.82            
852.82            	852.82            
853.44            	853.44            
854.44            	854.44            
855.44            	855.44            
856.44            	856.44            
857.44            	857.44            
858.44            	858.44            
859.44            	859.44            
860.44            	860.44            
861.0600000000001 	861.0600000000001 
862.0600000000001 	862.0600000000001 
863.0600000000001 	863.0600000000001 
864.0600000000001 	864.0600000000001 
865.0600000000001 	865.0600000000001 
866.0600000000001 	866.0600000000001 
867.0600000000001 	867.0600000000001 
868.0600000000001 	868.0600000000001 
868.6800000000001 	868.6800000000001 
869.6800000000001 	869.6800000000001 
870.6800000000001 	870.6800000000001 
871.6800000000001 	871.6800000000001 
872.6800000000001 	872.6800000000001 
873.6800000000001 	873.6800000000001 
874.6800000000001 	874.6800000000001 
875.6800000000001 	875.6800000000001 
876.3000000000001 	876.3000000000001 
877.3000000000001 	877.3000000000001 
878.3000000000001 	878.3000000000001 
879.3000000000001 	879.3000000000001 
880.3000000000001 	880.3000000000001 
881.3000000000001 	881.3000000000001 
882.3000000000001 	882.3000000000001 
883.3000000000001 	883.3000000000001 
883.9200000000001 	883.9200000000001 
884.9200000000001 	884.9200000000001 
885.9200000000001 	885.9200000000001 
886.9200000000001 	886.9200000000001 
887.9200000000001 	887.9200000000001 
888.9200000000001 	888.9200000000001 
889.9200000000001 	889.9200000000001 
890.9200000000001 	890.9200000000001 
891.5400000000001 	891.5400000000001 
892.5400000000001 	892.5400000000001 
893.5400000000001 	893.5400000000001 
894.5400000000001 	894.5400000000001 
895.5400000000001 	895.5400000000001 
896.5400000000001 	896.5400000000001 
897.5400000000001 	897.5400000000001 
898.5400000000001 	898.5400000000001 
899.1600000000001 	899.1600000000001 
900.1600000000001 	900.1600000000001 
901.1600000000001 	901.1600000000001 
902.1600000000001 	902.1600000000001 
903.1600000000001 	903.1600000000001 
904.1600000000001 	904.1600000000001 
905.1600000000001 	905.1600000000001 
906.1600000000001 	906.1600000000001 
906.7800000000001 	906.7800000000001 
907.7800000000001 	907.7800000000001 
908.7800000000001 	908.7800000000001 
909.7800000000001 	909.7800000000001 
910.7800000000001 	910.7800000000001 
911.7800000000001 	911.7800000000001 
912.7800000000001 	912.7800000000001 
913.7800000000001 	913.7800000000001 
914.4000000000001 	914.4000000000001 
915.4000000000001 	915.4000000000001 
916.4000000000001 	916.4000000000001 
917.4000000000001 	917.4000000000001 
918.4000000000001 	918.4000000000001 
919.4000000000001 	919.4000000000001 
920.4000000000001 	920.4000000000001 
921.4000000000001 	921.4000000000001 
922.0200000000001 	922.0200000000001 
923.0200000000001 	923.0200000000001 
924.0200000000001 	924.0200000000001 
925.0200000000001 	925.0200000000001 
926.0200000000001 	926.0200000000001 
927.0200000000001 	927.0200000000001 
928.0200000000001 	928.0200000000001 
929.0200000000001 	929.0200000000001 
929.6400000000001 	929.6400000000001 
930.6400000000001 	930.6400000000001 
931.6400000000001 	931.6400000000001 
932.6400000000001 	932.6400000000001 
933.6400000000001 	933.6400000000001 
934.6400000000001 	934.6400000000001 
935.6400000000001 	935.6400000000001 
936.6400000000001 	936.6400000000001 
937.26            	937.26            
938.26            	938.26            
939.26            	939.26            
940.26            	940.26            
941.26            	941.26            
942.26            	942.26            
943.26            	943.26            
944.26            	944.26            
944.88            	944.88            
945.88            	945.88            
946.88            	946.88            
947.88            	947.88            
948.88            	948.88            
949.88            	949.88            
950.88            	950.88            
951.88            	951.88            
952.5             	952.5             
953.5             	953.5             
954.5             	954.5             
955.5             	955.5             
956.5             	956.5             
957.5             	957.5             
958.5             	958.5             
959.5             	959.5             
960.12            	960.12            
961.12            	961.12            
962.12            	962.12            
963.12            	963.12            
964.12            	964.12            
965.12            	965.12            
966.12            	966.12            
967.12            	967.12            
967.74            	967.74            
968.74            	968.74            
969.74            	969.74            
970.74            	970.74            
971.74            	971.74            
972.74            	972.74            
973.74            	973.74            
974.74            	974.74            
975.36            	975.36            
976.36            	976.36            
977.36            	977.36            
978.36            	978.36            
979.36            	979.36            
980.36            	980.36            
981.36            	981.36            
982.36            	982.36            
982.98            	982.98            
983.98            	983.98            
984.98            	984.98            
985.98            	985.98            
986.98            	986.98            
987.98            	987.98            
988.98            	988.98            
989.98            	989.98            
990.6             	990.6             
991.6             	991.6             
992.6             	992.6             
993.6             	993.6             
994.6             	994.6             
995.6             	995.6             
996.6             	996.6             
997.6             	997.6             
998.22            	998.22            
999.22            	999.22            
1000.22           	1000.22           
1001.22           	1001.22           
1002.22           	1002.22           
1003.22           	1003.22           
1004.22           	1004.22           
1005.22           	1005.22           
1005.84           	1005.84           
1006.84           	1006.84           
1007.84           	1007.84           
1008.84           	1008.84           
1009.84           	1009.84           
1010.84           	1010.84           
1011.84           	1011.84           
1012.84           	1012.84           
1013.46           	1013.46           
1014.46           	1014.46           
1015.46           	1015.46           
1016.46           	1016.46           
1017.46           	1017.46           
1018.46           	1018.46           
1019.46           	1019.46           
1020.46           	1020.46           
1021.08           	1021.08           
1022.08           	1022.08           
1023.08           	1023.08           
1024.08           	1024.08           
1025.08           	1025.08           
1026.08           	1026.08           
1027.08           	1027.08           
1028.08           	1028.08           
1028.7            	1028.7            
1029.7            	1029.7            
1030.7            	1030.7            
1031.7            	1031.7            
1032.7            	1032.7            
1033.7            	1033.7            
1034.7            	1034.7            
1035.7            	1035.7            
1036.3200000000002	1036.3200000000002
1037.3200000000002	1037.3200000000002
1038.3200000000002	1038.3200000000002
1039.3200000000002	1039.3200000000002
1040.3200000000002	1040.3200000000002
1041.3200000000002	1041.3200000000002
1042.3200000000002	1042.3200000000002
1043.3200000000002	1043.3200000000002
1043.94           	1043.94           
1044.94           	1044.94           
1045.94           	1045.94           
1046.94           	1046.94           
1047.94           	1047.94           
1048.94           	1048.94           
1049.94           	1049.94           
1050.94           	1050.94           
1051.56           	1051.56           
1052.56           	1052.56           
1053.56           	1053.56           
1054.56           	1054.56           
1055.56           	1055.56           
1056.56           	1056.56           
1057.56           	1057.56           
1058.56           	1058.56           
1059.18           	1059.18           
1060.18           	1060.18           
1061.18           	1061.18           
1062.18           	1062.18           
1063.18           	1063.18           
1064.18           	1064.18           
1065.18           	1065.18           
1066.18           	1066.18           
1066.8            	1066.8            
1067.8            	1067.8            
1068.8            	1068.8            
1069.8            	1069.8            
1070.8            	1070.8            
1071.8            	1071.8            
1072.8            	1072.8            
1073.8            	1073.8            
1074.42           	1074.42           
1075.42           	1075.42           
1076.42           	1076.42           
1077.42           	1077.42           
1078.42           	1078.42           
1079.42           	1079.42           
1080.42           	1080.42           
1081.42           	1081.42           
1082.04           	1082.04           
1083.04           	1083.04           
1084.04           	1084.04           
1085.04           	1085.04           
1086.04           	1086.04           
1087.04           	1087.04           
1088.04           	1088.04           
1089.04           	1089.04           
1089.66           	1089.66           
1090.66           	1090.66           
1091.66           	1091.66           
1092.66           	1092.66           
1093.66           	1093.66           
